Difficulty,Title,Link,Topics
MEDIUM,Find the Number of Good Pairs II,https://leetcode.com/problems/find-the-number-of-good-pairs-ii,"Array, Hash Table"
EASY,Find the Number of Good Pairs I,https://leetcode.com/problems/find-the-number-of-good-pairs-i,"Array, Hash Table"
MEDIUM,Minimum Array Changes to Make Differences Equal,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal,"Array, Hash Table, Prefix Sum"
EASY,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
EASY,Two Sum,https://leetcode.com/problems/two-sum,"Array, Hash Table"
