Difficulty,Title,Link,Topics
EASY,Missing Number In Arithmetic Progression,https://leetcode.com/problems/missing-number-in-arithmetic-progression,"Array, Math"
EASY,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference,"Array, Sorting"
MEDIUM,Leetflex Banned Accounts,https://leetcode.com/problems/leetflex-banned-accounts,Database
